,index,LOCATION,Country,SUBJECT,Subject,MEASURE,Measure,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Value
570,570,ISL,Iceland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1998,1998,USD,US Dollar,0,Units,28747.691746
571,571,ISL,Iceland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,0,Units,29576.839827
572,572,ISL,Iceland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,0,Units,29785.366287
573,573,ISL,Iceland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,0,Units,31867.386882
574,574,ISL,Iceland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2002,2002,USD,US Dollar,0,Units,32598.376217
575,575,ISL,Iceland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2003,2003,USD,US Dollar,0,Units,32725.872796
576,576,ISL,Iceland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2004,2004,USD,US Dollar,0,Units,35552.375256
577,577,ISL,Iceland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2005,2005,USD,US Dollar,0,Units,37427.935113
578,578,ISL,Iceland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2006,2006,USD,US Dollar,0,Units,39630.187315
579,579,ISL,Iceland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2007,2007,USD,US Dollar,0,Units,41490.780347
580,580,ISL,Iceland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2008,2008,USD,US Dollar,0,Units,43456.217909
581,581,ISL,Iceland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2009,2009,USD,US Dollar,0,Units,41772.678571
582,582,ISL,Iceland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2010,2010,USD,US Dollar,0,Units,39778.393082
583,583,ISL,Iceland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2011,2011,USD,US Dollar,0,Units,40938.664577
584,584,ISL,Iceland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2012,2012,USD,US Dollar,0,Units,42006.54194
585,585,ISL,Iceland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2013,2013,USD,US Dollar,0,Units,44404.731316
586,586,ISL,Iceland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2014,2014,USD,US Dollar,0,Units,45995.003054
587,587,ISL,Iceland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2015,2015,USD,US Dollar,0,Units,49203.295042
588,588,ISL,Iceland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2016,2016,USD,US Dollar,0,Units,53486.615981
589,589,ISL,Iceland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2017,2017,USD,US Dollar,0,Units,55638.491555
590,590,ISL,Iceland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2018,2018,USD,US Dollar,0,Units,57201.173802
591,591,ISL,Iceland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2019,2019,USD,US Dollar,0,Units,59601.93289
592,592,ISL,Iceland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2020,2020,USD,US Dollar,0,Units,54298.42292
593,593,ISL,Iceland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2021,2021,USD,US Dollar,0,Units,58198.488591
594,594,ISL,Iceland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2022,2022,USD,US Dollar,0,Units,66637.980011
595,595,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1970,1970,USD,US Dollar,0,Units,2458.685424
596,596,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1971,1971,USD,US Dollar,0,Units,2647.826729
597,597,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1972,1972,USD,US Dollar,0,Units,2896.806878
598,598,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1973,1973,USD,US Dollar,0,Units,3148.791734
599,599,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1974,1974,USD,US Dollar,0,Units,3519.941741
600,600,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1975,1975,USD,US Dollar,0,Units,3995.744098
601,601,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1976,1976,USD,US Dollar,0,Units,4206.91233
602,602,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1977,1977,USD,US Dollar,0,Units,4770.187958
603,603,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1978,1978,USD,US Dollar,0,Units,5403.291491
604,604,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1979,1979,USD,US Dollar,0,Units,5934.696556
605,605,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1980,1980,USD,US Dollar,0,Units,6605.319612
606,606,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1981,1981,USD,US Dollar,0,Units,7379.615161
607,607,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1982,1982,USD,US Dollar,0,Units,7929.258333
608,608,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1983,1983,USD,US Dollar,0,Units,8161.072183
609,609,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1984,1984,USD,US Dollar,0,Units,8763.675545
610,610,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1985,1985,USD,US Dollar,0,Units,9288.203332
611,611,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1986,1986,USD,US Dollar,0,Units,9432.009599
612,612,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1987,1987,USD,US Dollar,0,Units,10113.08919
613,613,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,0,Units,11053.512319
614,614,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,0,Units,12227.404843
615,615,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,0,Units,13774.80348
616,616,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,0,Units,14433.093874
617,617,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,0,Units,15131.098172
618,618,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1993,1993,USD,US Dollar,0,Units,15822.271405
619,619,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1994,1994,USD,US Dollar,0,Units,17033.104016
620,620,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1995,1995,USD,US Dollar,0,Units,18984.723294
621,621,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1996,1996,USD,US Dollar,0,Units,20545.55528
622,622,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1997,1997,USD,US Dollar,0,Units,22697.188822
623,623,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1998,1998,USD,US Dollar,0,Units,25083.079172
624,624,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,0,Units,27041.428315
625,625,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,0,Units,30218.776139
626,626,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,0,Units,32594.179815
627,627,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2002,2002,USD,US Dollar,0,Units,35222.819284
628,628,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2003,2003,USD,US Dollar,0,Units,36280.536073
629,629,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2004,2004,USD,US Dollar,0,Units,38761.427722
630,630,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2005,2005,USD,US Dollar,0,Units,40465.316541
631,631,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2006,2006,USD,US Dollar,0,Units,44268.552818
632,632,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2007,2007,USD,US Dollar,0,Units,46766.183869
633,633,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2008,2008,USD,US Dollar,0,Units,44105.364464
634,634,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2009,2009,USD,US Dollar,0,Units,41436.941829
635,635,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2010,2010,USD,US Dollar,0,Units,43211.90284
636,636,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2011,2011,USD,US Dollar,0,Units,45100.566927
637,637,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2012,2012,USD,US Dollar,0,Units,46409.672339
638,638,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2013,2013,USD,US Dollar,0,Units,47882.067739
639,639,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2014,2014,USD,US Dollar,0,Units,51195.981009
640,640,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2015,2015,USD,US Dollar,0,Units,69165.900694
641,641,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2016,2016,USD,US Dollar,0,Units,71633.128827
642,642,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2017,2017,USD,US Dollar,0,Units,78051.654268
643,643,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2018,2018,USD,US Dollar,0,Units,84824.335501
644,644,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2019,2019,USD,US Dollar,0,Units,89846.694037
645,645,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2020,2020,USD,US Dollar,0,Units,94037.963178
646,646,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2021,2021,USD,US Dollar,0,Units,106879.15801
647,647,IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2022,2022,USD,US Dollar,0,Units,128343.44606
648,648,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1970,1970,USD,US Dollar,0,Units,3632.282231
649,649,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1971,1971,USD,US Dollar,0,Units,3867.714703
650,650,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1972,1972,USD,US Dollar,0,Units,4160.133208
651,651,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1973,1973,USD,US Dollar,0,Units,4669.01829
652,652,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1974,1974,USD,US Dollar,0,Units,5334.056965
653,653,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1975,1975,USD,US Dollar,0,Units,5672.336808
654,654,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1976,1976,USD,US Dollar,0,Units,6379.020483
655,655,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1977,1977,USD,US Dollar,0,Units,6919.411656
656,656,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1978,1978,USD,US Dollar,0,Units,7618.888329
657,657,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1979,1979,USD,US Dollar,0,Units,8717.441657
658,658,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1980,1980,USD,US Dollar,0,Units,9810.672061
659,659,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1981,1981,USD,US Dollar,0,Units,10814.99217
660,660,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1982,1982,USD,US Dollar,0,Units,11523.893569
661,661,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1983,1983,USD,US Dollar,0,Units,12110.862986
662,662,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1984,1984,USD,US Dollar,0,Units,12949.675679
663,663,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1985,1985,USD,US Dollar,0,Units,13729.024245
664,664,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1986,1986,USD,US Dollar,0,Units,14405.277899
665,665,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1987,1987,USD,US Dollar,0,Units,15231.140209
666,666,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,0,Units,16421.843498
667,667,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,0,Units,17630.654364
668,668,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,0,Units,18638.249887
669,669,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,0,Units,19545.586441
670,670,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,0,Units,20150.127066
671,671,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1993,1993,USD,US Dollar,0,Units,20439.351296
672,672,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1994,1994,USD,US Dollar,0,Units,21320.510103
673,673,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1995,1995,USD,US Dollar,0,Units,22395.619948
674,674,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1996,1996,USD,US Dollar,0,Units,23058.967628
675,675,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1997,1997,USD,US Dollar,0,Units,23875.770833
676,676,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1998,1998,USD,US Dollar,0,Units,25021.680909
677,677,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,0,Units,25602.386487
678,678,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,0,Units,27077.647698
679,679,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,0,Units,28036.30276
680,680,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2002,2002,USD,US Dollar,0,Units,28721.076287
681,681,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2003,2003,USD,US Dollar,0,Units,29154.663845
682,682,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2004,2004,USD,US Dollar,0,Units,29481.853698
683,683,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2005,2005,USD,US Dollar,0,Units,30028.488981
684,684,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2006,2006,USD,US Dollar,0,Units,32309.294211
685,685,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2007,2007,USD,US Dollar,0,Units,33960.788717
686,686,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2008,2008,USD,US Dollar,0,Units,35292.601856
687,687,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2009,2009,USD,US Dollar,0,Units,34335.925381
688,688,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2010,2010,USD,US Dollar,0,Units,34838.135772
689,689,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2011,2011,USD,US Dollar,0,Units,36203.32853
690,690,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2012,2012,USD,US Dollar,0,Units,36091.373955
691,691,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2013,2013,USD,US Dollar,0,Units,36267.925358
692,692,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2014,2014,USD,US Dollar,0,Units,36475.976058
693,693,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2015,2015,USD,US Dollar,0,Units,37206.33182
694,694,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2016,2016,USD,US Dollar,0,Units,40267.222616
695,695,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2017,2017,USD,US Dollar,0,Units,41951.466327
696,696,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2018,2018,USD,US Dollar,0,Units,43427.663151
697,697,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2019,2019,USD,US Dollar,0,Units,45799.741918
698,698,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2020,2020,USD,US Dollar,0,Units,43144.404153
699,699,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2021,2021,USD,US Dollar,0,Units,46686.423752
700,700,ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2022,2022,USD,US Dollar,0,Units,52461.180219
701,701,JPN,Japan,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1970,1970,USD,US Dollar,0,Units,3348.832988
